Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
aplikasi sampah udah masuk update ga masuk dasar aplikasi sampah bikin asli ajar nih bayar gede aplikasi kaya gin dipake logut ga jelassampah,negative,negative,5
manfaat terima kasih,neutral,neutral,1
bantu mudah guna,positive,positive,4
aplikasi mudah sulit online paksa yg ujung orang susah obat tunggu besok keburu mati tu pasien,negative,negative,5
apa dikit dikit log out login password salah udah bener masukinnya kalo ga password salah ya muncul minta proses gimana sih,neutral,neutral,3
lambat banget gakmasuk kode oto,negative,negative,5
ka knph ko akun blm verifikasi,neutral,neutral,1
bantu pasien fasilitas sehat mobile jkn,neutral,neutral,5
stress,neutral,neutral,2
baik aplikasi yg bantu manusia trimakasih pahal yg aplikasi akirat,positive,positive,5
mudah daftar antri sehat,positive,positive,5
apk aneh gabisa daftar online tulis quota penuh org sakit rela begadang daftar online faskes mobile jkn jawab gila ya udh nunggu jam tulis tutup pas jam daftar tulis quota penuh gembel kesal sakit gigi kamis cpba daftar online subuh penuh pas nyoba daftar offline gabisa jumat libur tanggal merah org faskes nya sabtu,negative,negative,5
bantu mudah daftar,positive,positive,1
gak daftar ya,neutral,neutral,5
mantap aplikasi tolong terimakasih jkn,positive,positive,5
alam rubah data serta faskes jalan cepat,positive,positive,1
aplikasi jelek face recognition jelek proses belit efektif,negative,negative,1
login susah banget email no wa udah bener,negative,negative,5
buset gimana dh ni aplikasi daftar udah pas buat sandi kasih spasi ehh pas masuk akun sandi nga kasih spasi alhasil sandi salah tolong perbaikin dh,neutral,neutral,3
alhamdulillah bantu bpjs moga masyarakat semangat mudah obat masyarakat moga bpjs sukses,positive,positive,1
mudah bantu,positive,positive,3
akurat komplit mudah,positive,positive,5
aplikasi nggak,neutral,neutral,1
ribet pake aplikasi iya klo aplikasi nya gak eror sampe akun krna gx buka eror kyx mn,neutral,neutral,1
aplikasi baharu ngak guna login gagal sulit guna,negative,negative,4
jkn dah sinyal wifi bagus pas masuk aplikasi koneksi jaring mulu gabisa buka,positive,positive,5
data hilang update update buruk,negative,negative,5
gimana ya login paksa daftar autodebit,neutral,neutral,5
lancar,neutral,neutral,5
salah aplikasi ga daftar aja susah bgt,negative,negative,3
log out,neutral,neutral,1
ulang kali gak kirim kode verifikasi otp sampe cape nunggu heran bgt apk nomer tlpn udah bener ga dpt no otp,neutral,neutral,5
benerin aplikasi gk busuk banget habis login trus login nomor nik login bener aja nyusahin orang kerja bener,neutral,neutral,5
loading muluu wifi lancar data lancar,neutral,neutral,2
eror mulu internet nyala nik bener sandi bener pake lupa sandi erar eror mulu apa,neutral,neutral,1
mudah cepat,positive,positive,1
layan bagus,positive,positive,1
ko jelek aja si aplikasi gk pencet,negative,negative,4
simple mudah,positive,positive,4
susah masuk salah password password udah coba kali salah,negative,negative,1
mudah ubah data,positive,positive,5
tolong aplikasi stabil sesi akun habis login terloading,neutral,neutral,1
apk bikin rakya kaga verifikasi wajah kocak,neutral,neutral,1
sulit banget apknya gak kerja samadokter nyuruh tanggal contoh suruh tanggal apk jknnya tolak tanggal katanyamasa gk sih pendaftarannyaapa dokter nyuruh,negative,negative,5
buruk tbtb log out login susah sandi dah bener pmaksud,negative,negative,5
aplikasi bantu keluarga masyarakat,neutral,neutral,5
aplikasi aneh hari daftar ga otp ga coba era dihital iya kirim otp berharhi payah,negative,negative,5
luarbiasa bantu sulit urus mutasi ubah data kenal aplikasi mobile jkn urus administrasi mudah rumah kantor terima kasih mobile jkn,neutral,neutral,3
kelola bpjs ngk bikin ribet anggota aplikasi ngk dipublish karna untung banyak pakai biar aja verifikasi ribet susah daftar online aplikasi buruk google play hapus musnah aplikasi jkn mobile enak daftar zaman praktek zaman moderen aplikasi busuk jkn mobile,negative,negative,1
mudah guna bpjs,positive,positive,5
daftar akuntapi verifikasi wajah gagalmentang jelek,negative,negative,5
alhamdulillah bantu,neutral,neutral,2
bagus aplikasi tingkat layan,positive,positive,1
bantu sekalimantap,neutral,neutral,5
proses ubah alamat cepat bantu,positive,positive,1
ga login terang blm daftar autodebet mulu ya emang ga daftar autodebet,neutral,neutral,3
aplikasi si suka log out abis masuk lg gabisa karna nunggui si captcha ga muncul muncul loadinggg gajelasss,positive,positive,5
aplikasi yg muas mudah,positive,positive,5
mudah mengoprasikannya,positive,positive,5
moga amanah rakyat jangn korupsi mudh mudah amanah amin yra,positive,positive,1
jkn rumkit hermina lelet parah gk berfungsih,negative,negative,4
aplikasi bantu,neutral,neutral,1
ribet gak udh masukin nik dn password yg bener msih bilang salah yg bikin susah bikin mudah,neutral,neutral,5
okk,neutral,neutral,5
cek in harus apk ribet yaa lansia yg melek teknologimungkin kota sulit timbang daerah pencil menghawatirkan lansia yg bimbing cek in rumah sakit apk bantu rumah sakit ngga lansia berfikiran lgi apk bntr update,negative,negative,1
gimana sich aplikasi update gak login kesel banget beneran obat gimana,neutral,neutral,5
mudah tangan mantapp sukses manfaat masyarakat,positive,positive,4
aplikasi jelek banget layanya gk sesui udah isi dll ttp aja susah heran bikin kouta bangkrut buang paket aja x ttp aja susah iklan kacau apk,negative,negative,5
engga login pasword captcha,neutral,neutral,5
kode otp masuk data ngawur sesuia fakta sakit rawat denda awat daftat keluarga jkn mobile palsu nipu,neutral,neutral,1
mohon solusi otp masuk jaring bagus pulsa coba daftar tulis nik proses gimana,positive,positive,5
pisah kk nama istri anak aplikasi ngak bikin repot aja aman aja obat bawa ktp kk,negative,negative,1
besok kontrol rumah sakit login proses update login coba cek data serta call non aktif iur potong gaji otomatis,neutral,neutral,5
mantap gercep utk rubah faskes,positive,positive,5
bagus mudah cek up,positive,positive,1
bagus mudah ubah faskes aplikasi layan tolong motto pasien prioritas terimakasih,positive,positive,5
login aja mesti tautakkan autodebit periksa hamil jdi ribet banget gak login suruh tautakan autodebit tambahin akun bank gak orang pake bri mndiri bca kadang bni,neutral,neutral,1
jelek kali aplikasi sumpah masak pass buka layar hitam uninstall trus install nggak,negative,negative,5
mantapsangat bantu,neutral,neutral,5
sangatsangat bantu bos,neutral,neutral,1
alhmdllh bpjs sngt bantu brobat rs,neutral,neutral,1
bantu proses sehat,neutral,neutral,5
aplikasi nya bantu antri gak panggil gimana gak niat obat gak aneh emang,negative,negative,4
ga gausah so ikutin kembang zaman ko pake teknologi proper gw heran aplikasi perintah cacat banget why anggar segitu gede bikin aplikasi hasil kaya buat anak sd mentingin tampil doang kelas aplikasi perintah pake server aja lot kaya gin nya maintenance bener segitu nya orang complain diem gaada update ga gimana si develop nya,neutral,neutral,5
tolong mudah login nya suka log out kayak gin susah pas kontrol,positive,positive,5
log in udah eror ganggu,neutral,neutral,3
mantap mudah,positive,positive,5
verifikasi tolol,neutral,neutral,1
update aplikasi tera anggota keluarga update tinggal bingung iuram bulan bayar langsung utk anggota nyata,neutral,neutral,1
moga layan,neutral,neutral,5
top guys,neutral,neutral,1
lot minta proses kocak,neutral,neutral,5
terimakasih layan depan,neutral,neutral,2
gmn ni msa hri sllu verifikasi trs terus mhn gmn crany spya ga msuk ulang dlnjut verifikasi smpai gnti,neutral,neutral,1
thanks,neutral,neutral,5
cihh verifikasi wajah udah sesuai yg suruh tetep gak,neutral,neutral,1
aplikasi mudah tampil sederhana,positive,positive,5
baharu nya eror,neutral,neutral,1
kalo aplikasi program perintah error dongo it nya,negative,negative,5
mudahmudahan data aman,neutral,neutral,5
knpa sya buka aplikasi jkn menu iur bayar blom muncul bayar tgl blom muncul tagihanya,neutral,neutral,3
mudah mantap,positive,positive,1
login banget,neutral,neutral,1
aplikasi gak jelasgak guna daftar masuklogin gak nik katasandi dll ttp gak masuk uninstal gak,neutral,neutral,1
ganti faskes beda kota gampang ituuuuuuu pbi moga layan baguuusss aplikasi terap lapang,neutral,neutral,1
klo bikin aplikasi kanan langsung d suruh senyum kedip jeda gimana klo orang tua yg rabun gak lihat tulis arah pikir detail tuh klo bikin aplikasi susah aplikasi ayo bpjs solusi paksa masyarakat pake aplikasi gak kayak gin,neutral,neutral,1
sehat,neutral,neutral,1
repot repot ketat ya bagus si aman guna hp aja gimana nih,negative,negative,1
mudah sulit masyarakat sdh kali kali coba kode verifikasi tdk kirim via sms,neutral,neutral,5
kerenn,neutral,neutral,1
otp dibenerin duluu,neutral,neutral,4
mantap mudah gampang paham,positive,positive,5
oke sipcm sayang aktivasi agsk lemotalias,positive,positive,5
bunga jalan ga kepake ttp bayar kntl,neutral,neutral,1
bagus sekli,positive,positive,5
ok bgd satpame,neutral,neutral,5
coba kali kali kode otp adabagaimana,neutral,neutral,1
aplikasi rusak korup ya sedih gabisa daftar aja susah,negative,negative,4
daftar bisabunyinya gagal connect rs,negative,negative,1
gasspoll,neutral,neutral,1
terimakasih moga bermafaat,neutral,neutral,1
sms verifikasi kirim gilir komen suruh krim screenshoot gk solusi,positive,positive,5
teeimakasih mobile jkn aplikasi mudah masyarakat sehat,positive,positive,1
bagus bantu gigi yg sakit,positive,positive,1
login pasword salah mulu pas gilir klik lupa pasword kode otpnya gak muncul muncul gak beguna ni aplikasi,neutral,neutral,1
lot verifikasi sms masuk rusak,negative,negative,5
ubah data hasil tp kartu tera,neutral,neutral,5
aplikasi sulit guna verivikasi aja susah bgt,negative,negative,5
bantu online ubah data serta,neutral,neutral,1
batu banget buwat jadwal kontrol dokter,neutral,neutral,5
layan nya bagus bidan nya solusi apa selesai,positive,positive,1
ping ln mobilogahajatbku capai amin ya,neutral,neutral,3
mantap keren cepat,positive,positive,1
verifikasi otp sms tolong baik,positive,positive,1
kerja apk nya buruk susah log in,negative,negative,2
susah pilih menu pindah klinik,negative,negative,5
gampang,neutral,neutral,1
,neutral,neutral,5
bantu sehat,neutral,neutral,3
done,neutral,neutral,5
sip deh,neutral,neutral,1
usah korup udah dibayarin perintah yg sangkut nik update gabisa ubah nik bpjs klo pbi duit beri bayar buta maksud klo yg sangkut emng ga pakek bayar perintah lu tolak bpjs biar ga makan haram,neutral,neutral,1
bantu mudah layan sehat,positive,positive,5
g buka,neutral,neutral,1
mohon perbaikiketika lupa sandi reset sandi via smssms nya gk da,neutral,neutral,1
aplikasi error trus susah ambil antri,negative,negative,1
ok dah waras,neutral,neutral,5
terima kasih mobile jkn,neutral,neutral,5
aplikasi daftar pas rekam wajah nggak baca nggak daftar mending uninstall aja,neutral,neutral,1
bagus cepat mantap,positive,positive,5
congratulations,neutral,neutral,1
aplikasi perintah lot ampun,neutral,neutral,1
aplikasi gak,neutral,neutral,5
ribet masuk,neutral,neutral,5
lh,neutral,neutral,1
login ribet salah sandi nunggu,neutral,neutral,4
gajelas sih ga tau aplikasi eror emang jaring masalah udah kali kali otp sms registrasi ga kirim kode,negative,negative,5
mudah,positive,positive,5
jkn mudah,positive,positive,5
ganggu ruwet mbulet,neutral,neutral,5
semenjak baru jd susah eror mulu obat jkn nya eror,negative,negative,3
apk udh oke tp sy saran sprti pindah faskes aga tunggu batas tunggu pindah faskes maksimal minggu jd utk pasien yg hrus rujuk rs cepat proses depan,positive,positive,5
ya pas verivikasi udah masuk email no telpon gak salah,neutral,neutral,1
sumpah nunggu kode verifikasi ho handphone gk dapet kode eror apklikasi,neutral,neutral,1
mantap aplikasi bantu,positive,positive,5
alhamdulillah aplikasi lancar,neutral,neutral,5
aplikasi bantu daftar sehat,neutral,neutral,5
apk gaguna gimana gabisa verifikasi udah nunggu gabisa tolong baik,positive,positive,5
terima kasih jkn,neutral,neutral,1
aplikasi sampah sulit guna aplikasi perintah sampah gak maju negara kalo isi cma orang korupsi,negative,negative,5
ioformasi cepat akurat,positive,positive,1
gila sih aplikasi perintah sampah parah verifikasi otp ga kirim kirim,negative,negative,1
koneksi,neutral,neutral,1
aplikasi jelek logout sndiri masuk akun akun habis pulsa bas ribu wkwk,negative,negative,5
aplikasi mudah friendly,positive,positive,4
ga login hooyyyyy gimna obat ribet bgt emang bpjs gratis engga sakit ga sakit tetep iur,neutral,neutral,1
aplikasi ribet sulit serta,negative,negative,4
puas aplikasi jkn,positive,positive,1
bantu urus data sehat yg,neutral,neutral,5
aplikasi gak gunaverifikasi wajah gak bsa kirim kode otp gak d kirim kirim mending hapus aja aplikasi dri playstor nya mudah,positive,positive,5
jkn mobile mudah ambil nomor antri,positive,positive,1
lupa pasword otp gk masuk real aplikasi perintah,neutral,neutral,4
app jkn susah masuk otomatis,negative,negative,5
aplikasi gak sistem identifikasi gak bikin pusing,neutral,neutral,4
kode otp tahun tdk kirim,neutral,neutral,5
app yg membntu,neutral,neutral,1
alhamdulillah mudah pindah fakes bpjs,positive,positive,3
dasar bobrok aplikasi perintah gak ribet,neutral,neutral,4
log in susah banget gmn,negative,negative,5
knp si suka log out pas login susah banget perluu banget,neutral,neutral,5
kode otp nya muncul no telfon isi tolong d baik,positive,positive,5
aplikasi aplikasi sulit penggunaudah lelet yg bikin apk mempermudahlogin susahkirim otp udah ulang pulsa adasinyal baguskyknya hmpir apk plat merah sorry to say apk gak bantu,negative,negative,5
burukkk bantu masarakat isi form lebar tulis nik daftar dukcapil no nik sesuai kk burukkk,neutral,neutral,2
jkn jelek,negative,negative,5
bpjs batu sakit,neutral,neutral,1
instal mudah,positive,positive,5
pake aplikasi jkn bikin ribet kontrol susah aplikasi kunci buka ga bilang salah pasword pasword nya gampang salah mulu kunci sih kemaren buka,negative,negative,2
bagus mudah serta layan,positive,positive,5
puas,positive,positive,5
manfaat sehat tubuh,neutral,neutral,1
trmkasih,neutral,neutral,3
mobile jkn bantu ku mana ku lupa bawa bawa d paskes,neutral,neutral,5
alhamdulillah manfaat,neutral,neutral,1
aplikasi relatif mudah,positive,positive,5
kesini kirain bagus ni apk gjls klo aja obat kontrol pasien ga pake tuh apk kek gin yakali ganti sandi nik sandi udah bener ga login klo emang sandi salah coba sandi masuk salah gin jdi ga bingung ngerasa salah input nik sandi klo nik salah input pake kalimat disatuin bingung,positive,neutral,2
bantu apk sehat,neutral,neutral,4
mudah serta,positive,positive,5
susah orang obat yg sakit aplikasi ga,negative,negative,5
terimakasih mobile jkn aplikasi bantu,neutral,neutral,4
ribet aplikasi bokbrok,neutral,neutral,5
bantu,neutral,neutral,5
simple mudah aju,positive,positive,1
nikmat layan digital,neutral,neutral,1
sulit update no telpon,negative,negative,1
sih,neutral,neutral,5
aplikasi sampah guna bubarin aja it nya aplikasi error,negative,negative,1
manfaat,neutral,neutral,1
aplikasi gk buka ngisi data sekali buka nomor daftar pulakkkk suruh hubung pandawara buka hasil belibettt nyusahinnnn,neutral,neutral,1
lumayan,neutral,neutral,5
bagus bantu pasien antri mudah faskes,positive,positive,1
cepat mantap,positive,positive,1
daftar jadwal ulang jadwal yg selesai pampang,neutral,neutral,1
baik otp no handphone nya woi tolol bikin,positive,positive,5
minta proses,neutral,neutral,1
aplikasi mobile jkn bantu daftar ga ribet top lag,neutral,neutral,5
aplikasi kirim kode otp gagal pulsa sedia,negative,negative,1
keren sii,neutral,neutral,1
tolong mobile jkn baik memgapa aplikasi log out masuk nomor nik pasword klik nomor nik valid rumah sakit ambil nomor antri dengn mobile jkn tetal aplikasi masuk tolong baik sulit kali aplikasi mobile jkn pegang aplikasi baca,positive,positive,5
